total_transactions,query_name,total_customers,total_merchants,fraudulent_transactions,fraud_rate,montant_moyen,montant_min,montant_max,montant_total,category,nombre_transactions,volume_total,fraudulent_amount,merchant,gender,tranche_age,jour,transactions_frauduleuses,taux_fraude,customer,nombre_commercants,nombre_categories,id,step,age,zipcodeOri,zipMerchant,amount,fraud,zscore
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C2137070408,,,12183.0,4.0,5,28007,28007,88.79,0.0,3.53
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1117294574,,,548381.0,167.0,1,28007,28007,88.78,0.0,3.53
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,M,,,,,C1828122,,,70572.0,26.0,6,28007,28007,125.24,0.0,3.53
,anomalous_transactions,,,,,,,,,es_hotelservices,,,,M2011752106,M,,,,,C454240137,,,260137.0,86.0,5,28007,28007,1000.67,1.0,3.53
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1511497789,,,401125.0,127.0,1,28007,28007,88.77,0.0,3.53
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1701338775,,,446212.0,139.0,5,28007,28007,88.77,0.0,3.53
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C2138823885,,,521001.0,160.0,4,28007,28007,88.77,0.0,3.53
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C411345215,,,535331.0,164.0,1,28007,28007,88.77,0.0,3.53
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1928005021,,,550061.0,168.0,1,28007,28007,88.77,0.0,3.53
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1267410030,,,576525.0,175.0,2,28007,28007,88.77,0.0,3.53
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,F,,,,,C603081336,,,513840.0,158.0,3,28007,28007,125.22,0.0,3.53
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C755615643,,,581430.0,176.0,3,28007,28007,88.74,0.0,3.52
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1275741147,,,146606.0,51.0,3,28007,28007,88.73,0.0,3.52
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,F,,,,,C1460082550,,,399789.0,126.0,6,28007,28007,125.14,0.0,3.52
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1156188729,,,182055.0,63.0,2,28007,28007,88.66,0.0,3.52
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C260840933,,,461387.0,143.0,2,28007,28007,88.65,0.0,3.52
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,F,,,,,C1691073795,,,125599.0,45.0,2,28007,28007,295.69,1.0,3.52
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,F,,,,,C1720950881,,,189615.0,65.0,6,28007,28007,125.04,0.0,3.52
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,M,,,,,C1129461636,,,519160.0,159.0,1,28007,28007,125.04,0.0,3.52
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1342037956,,,5668.0,2.0,5,28007,28007,88.63,0.0,3.52
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C369046885,,,267761.0,89.0,4,28007,28007,88.62,0.0,3.52
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C2117938225,,,556938.0,169.0,4,28007,28007,88.61,0.0,3.52
,anomalous_transactions,,,,,,,,,es_tech,,,,M840466850,F,,,,,C1225533078,,,119518.0,43.0,2,28007,28007,567.69,1.0,3.52
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1535107174,F,,,,,C932908444,,,481308.0,149.0,1,28007,28007,295.52,1.0,3.52
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C910454738,,,570526.0,173.0,4,28007,28007,674.11,1.0,3.52
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C488606576,,,296262.0,97.0,2,28007,28007,88.58,0.0,3.52
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C678697032,,,377596.0,120.0,2,28007,28007,88.58,0.0,3.52
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C605859862,,,501063.0,154.0,5,28007,28007,88.58,0.0,3.52
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C713872230,,,260571.0,87.0,2,28007,28007,88.57,0.0,3.52
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C506520283,,,486452.0,150.0,4,28007,28007,88.56,0.0,3.51
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1693925346,,,366.0,0.0,4,28007,28007,88.54,0.0,3.51
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C721654925,,,118310.0,42.0,2,28007,28007,88.54,0.0,3.51
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1341583263,,,10250.0,4.0,2,28007,28007,88.53,0.0,3.51
,anomalous_transactions,,,,,,,,,es_sportsandtoys,,,,M980657600,M,,,,,C1021896897,,,220081.0,74.0,4,28007,28007,973.23,1.0,3.51
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1535107174,M,,,,,C629170053,,,271982.0,90.0,4,28007,28007,295.24,1.0,3.51
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C898690183,,,574630.0,174.0,5,28007,28007,88.51,0.0,3.51
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C2080088206,,,279451.0,92.0,5,28007,28007,88.49,0.0,3.51
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C179648560,,,340906.0,110.0,4,28007,28007,88.49,0.0,3.51
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C913662681,,,180799.0,62.0,5,28007,28007,88.48,0.0,3.51
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1499363341,,,35362.0,13.0,5,28007,28007,88.46,0.0,3.51
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1255236689,,,146341.0,51.0,1,28007,28007,88.45,0.0,3.51
,anomalous_transactions,,,,,,,,,es_sportsandtoys,,,,M17379832,M,,,,,C1445931696,,,489162.0,151.0,4,28007,28007,972.15,1.0,3.51
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1225717157,,,38719.0,15.0,5,28007,28007,88.44,0.0,3.51
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C746604092,,,324050.0,105.0,3,28007,28007,88.44,0.0,3.51
,anomalous_transactions,,,,,,,,,es_hotelservices,,,,M857378720,F,,,,,C276409392,,,518195.0,159.0,4,28007,28007,996.32,1.0,3.51
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C585299069,,,307347.0,100.0,3,28007,28007,88.43,0.0,3.51
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1045324088,,,464205.0,144.0,2,28007,28007,88.42,0.0,3.51
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1055224400,,,495826.0,153.0,3,28007,28007,672.64,1.0,3.51
,anomalous_transactions,,,,,,,,,es_hotelservices,,,,M2011752106,F,,,,,C719332132,,,49451.0,19.0,2,28007,28007,995.89,1.0,3.51
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1158738757,,,38289.0,14.0,3,28007,28007,88.38,0.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C790600178,,,451723.0,141.0,6,28007,28007,88.38,0.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C846682077,,,493620.0,152.0,3,28007,28007,88.37,0.0,3.5
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,M,,,,,C423891632,,,531954.0,163.0,5,28007,28007,124.65,0.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1278181986,,,27574.0,10.0,2,28007,28007,88.35,0.0,3.5
,anomalous_transactions,,,,,,,,,es_home,,,,M2122776122,M,,,,,C1935661715,,,91447.0,33.0,2,28007,28007,840.31,1.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1087943403,,,62757.0,23.0,3,28007,28007,88.33,0.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1830336096,,,345115.0,111.0,4,28007,28007,88.33,0.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1419235351,,,432278.0,136.0,4,28007,28007,88.33,0.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C210563051,,,233001.0,78.0,3,28007,28007,88.32,0.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C823141445,,,299050.0,98.0,1,28007,28007,88.32,0.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C612230385,,,340375.0,110.0,4,28007,28007,88.32,0.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C26746445,,,178620.0,62.0,5,28007,28007,88.31,0.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C2120633706,,,107177.0,39.0,1,28007,28007,88.3,0.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1569014356,,,67668.0,25.0,2,28007,28007,88.27,0.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1650590141,,,93124.0,34.0,3,28007,28007,88.27,0.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1353625448,,,220564.0,75.0,2,28007,28007,88.27,0.0,3.5
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C473451132,,,342640.0,110.0,2,28007,28007,205.23,1.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C374053775,,,228626.0,77.0,3,28007,28007,88.26,0.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C83613815,,,252763.0,84.0,2,28007,28007,88.26,0.0,3.5
,anomalous_transactions,,,,,,,,,es_sportsandtoys,,,,M980657600,F,,,,,C1275518867,,,17661.0,7.0,5,28007,28007,969.68,1.0,3.5
,anomalous_transactions,,,,,,,,,es_sportsandtoys,,,,M980657600,F,,,,,C74966273,,,193370.0,66.0,2,28007,28007,969.66,1.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1890250226,,,111409.0,40.0,3,28007,28007,88.22,0.0,3.5
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C177123752,,,456019.0,142.0,4,28007,28007,88.21,0.0,3.49
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1610742916,,,552287.0,168.0,3,28007,28007,88.21,0.0,3.49
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1855857061,,,273341.0,90.0,4,28007,28007,670.81,1.0,3.49
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M209847108,F,,,,,C1562991705,,,118539.0,42.0,5,28007,28007,294.06,1.0,3.49
,anomalous_transactions,,,,,,,,,es_hotelservices,,,,M857378720,M,,,,,C207575907,,,572489.0,174.0,6,28007,28007,993.09,1.0,3.49
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1597422235,,,507854.0,156.0,3,28007,28007,88.18,0.0,3.49
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C801383032,,,182407.0,63.0,3,28007,28007,88.17,0.0,3.49
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1769359992,,,109913.0,39.0,3,28007,28007,88.16,0.0,3.49
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1005126300,,,143711.0,50.0,4,28007,28007,88.16,0.0,3.49
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M209847108,F,,,,,C1815102713,,,511341.0,157.0,4,28007,28007,293.87,1.0,3.49
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C34441666,,,323636.0,105.0,5,28007,28007,88.15,0.0,3.49
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1355357191,,,62370.0,23.0,3,28007,28007,88.13,0.0,3.49
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C599960999,,,554279.0,169.0,3,28007,28007,88.13,0.0,3.49
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C967790734,,,373464.0,119.0,4,28007,28007,88.12,0.0,3.49
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1840859519,,,271571.0,90.0,3,28007,28007,669.98,1.0,3.49
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1264836741,,,551775.0,168.0,2,28007,28007,88.11,0.0,3.49
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C375459759,,,102660.0,37.0,2,28007,28007,669.91,1.0,3.49
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1073155388,,,8629.0,3.0,2,28007,28007,88.09,0.0,3.49
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C23582994,,,4910.0,2.0,2,28007,28007,88.07,0.0,3.49
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C529952024,,,236565.0,79.0,2,28007,28007,88.05,0.0,3.49
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C222098023,,,49442.0,19.0,3,28007,28007,88.04,0.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1487874353,,,118299.0,42.0,4,28007,28007,88.04,0.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C907777350,,,138445.0,49.0,1,28007,28007,88.04,0.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1194290880,,,192062.0,66.0,2,28007,28007,88.03,0.0,3.48
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,M,,,,,C2126019044,,,533167.0,163.0,4,28007,28007,124.16,0.0,3.48
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,F,,,,,C461669469,,,287487.0,94.0,6,28007,28007,124.15,0.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C131296547,,,584299.0,177.0,2,28007,28007,88.01,0.0,3.48
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C2027892936,,,522430.0,160.0,4,28007,28007,669.07,1.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1192874833,,,360477.0,115.0,4,28007,28007,88.0,0.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1794686407,,,457646.0,142.0,2,28007,28007,88.0,0.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1656946498,,,476663.0,148.0,2,28007,28007,88.0,0.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C801797246,,,495384.0,153.0,2,28007,28007,87.99,0.0,3.48
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C732771224,,,239091.0,80.0,4,28007,28007,668.83,1.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C2074563683,,,11469.0,4.0,2,28007,28007,87.98,0.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1944210063,,,502213.0,155.0,3,28007,28007,87.97,0.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1772071898,,,114638.0,41.0,5,28007,28007,87.96,0.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C2040640036,,,164901.0,57.0,1,28007,28007,87.95,0.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C689850593,,,452032.0,141.0,3,28007,28007,87.94,0.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1232725180,,,569946.0,173.0,3,28007,28007,87.94,0.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1452020181,,,594150.0,179.0,5,28007,28007,87.94,0.0,3.48
,anomalous_transactions,,,,,,,,,es_home,,,,M2122776122,F,,,,,C2005070127,,,344355.0,111.0,2,28007,28007,835.45,1.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1711218892,,,369695.0,118.0,2,28007,28007,87.9,0.0,3.48
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C471003383,,,113581.0,41.0,3,28007,28007,87.87,0.0,3.48
,anomalous_transactions,,,,,,,,,es_home,,,,M2122776122,F,,,,,C1338396147,,,35212.0,13.0,1,28007,28007,835.0,1.0,3.47
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C114388565,,,365340.0,117.0,4,28007,28007,87.85,0.0,3.47
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C332628188,,,403464.0,127.0,1,28007,28007,87.84,0.0,3.47
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C90085212,,,36184.0,14.0,1,28007,28007,87.83,0.0,3.47
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1711634686,,,426116.0,134.0,3,28007,28007,87.8,0.0,3.47
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C617723960,,,44043.0,17.0,4,28007,28007,667.19,1.0,3.47
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1535107174,M,,,,,C665247956,,,63552.0,24.0,4,28007,28007,292.5,1.0,3.47
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C583110837,,,854.0,0.0,3,28007,28007,667.09,1.0,3.47
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C632176173,,,199380.0,68.0,2,28007,28007,87.78,0.0,3.47
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1039748502,,,339243.0,109.0,2,28007,28007,87.76,0.0,3.47
,anomalous_transactions,,,,,,,,,es_sportsandtoys,,,,M980657600,F,,,,,C910454738,,,119953.0,43.0,4,28007,28007,963.62,1.0,3.47
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1818021493,,,16035.0,6.0,2,28007,28007,87.74,0.0,3.47
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1575367607,,,580484.0,176.0,3,28007,28007,87.74,0.0,3.47
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1204740969,,,333488.0,108.0,3,28007,28007,87.72,0.0,3.47
,anomalous_transactions,,,,,,,,,es_hyper,,,,M855959430,F,,,,,C1279785305,,,372729.0,119.0,2,28007,28007,203.8,1.0,3.47
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C658175205,,,197812.0,68.0,3,28007,28007,87.71,0.0,3.47
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1980127627,,,206922.0,70.0,2,28007,28007,87.71,0.0,3.47
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1645276019,,,563950.0,171.0,2,28007,28007,87.71,0.0,3.47
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C374053775,,,158312.0,55.0,3,28007,28007,87.68,0.0,3.46
,anomalous_transactions,,,,,,,,,es_hotelservices,,,,M1873032707,F,,,,,C806399525,,,191872.0,66.0,2,28007,28007,986.56,1.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C189823798,,,149822.0,52.0,5,28007,28007,87.66,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1245363669,,,160613.0,56.0,5,28007,28007,87.65,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1476101537,,,419283.0,132.0,3,28007,28007,87.65,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1642222517,,,299560.0,98.0,4,28007,28007,87.64,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1376617526,,,56084.0,21.0,3,28007,28007,87.63,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C964866248,,,170493.0,59.0,4,28007,28007,87.63,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1501156188,,,502212.0,155.0,5,28007,28007,87.63,0.0,3.46
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,M,,,,,C1506066038,,,591282.0,179.0,5,28007,28007,123.59,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C199512926,,,528353.0,162.0,4,28007,28007,87.62,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C148765233,,,592973.0,179.0,0,28007,28007,87.6,0.0,3.46
,anomalous_transactions,,,,,,,,,es_travel,,,,M732195782,M,,,,,C702798720,,,513395.0,158.0,2,28007,28007,8329.96,1.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1104967901,,,334413.0,108.0,4,28007,28007,87.59,0.0,3.46
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1404684380,,,485082.0,150.0,5,28007,28007,665.33,1.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1918935856,,,289165.0,95.0,4,28007,28007,87.58,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1465698425,,,320662.0,104.0,2,28007,28007,87.58,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C574062699,,,196799.0,67.0,2,28007,28007,87.57,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C891364505,,,217970.0,74.0,3,28007,28007,87.57,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C439977323,,,332048.0,107.0,1,28007,28007,87.57,0.0,3.46
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,M,,,,,C1705927875,,,312880.0,102.0,3,28007,28007,665.2,1.0,3.46
,anomalous_transactions,,,,,,,,,es_hotelservices,,,,M1353266412,F,,,,,C2004941826,,,453541.0,141.0,2,28007,28007,985.14,1.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C734817849,,,186206.0,64.0,2,28007,28007,87.56,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1812702959,,,266076.0,88.0,3,28007,28007,87.56,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1806422891,,,517067.0,159.0,2,28007,28007,87.56,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C1400578246,,,563338.0,171.0,4,28007,28007,87.56,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1615671416,,,194824.0,67.0,6,28007,28007,87.55,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1928005021,,,4005.0,1.0,1,28007,28007,87.54,0.0,3.46
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C1886620334,,,271757.0,90.0,2,28007,28007,664.89,1.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1293338653,,,531665.0,163.0,4,28007,28007,87.53,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C16680464,,,165987.0,58.0,2,28007,28007,87.52,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1118984324,,,230039.0,77.0,3,28007,28007,87.52,0.0,3.46
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1101722853,,,431408.0,135.0,6,28007,28007,87.51,0.0,3.45
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,M,,,,,C722887134,,,50073.0,19.0,2,28007,28007,87.5,0.0,3.45
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C852586467,,,458082.0,143.0,4,28007,28007,87.5,0.0,3.45
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1273564839,,,534219.0,163.0,5,28007,28007,87.5,0.0,3.45
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1537824739,,,536795.0,164.0,4,28007,28007,87.5,0.0,3.45
,anomalous_transactions,,,,,,,,,es_food,,,,M85975013,F,,,,,C1239154010,,,294131.0,96.0,4,28007,28007,123.4,0.0,3.45
,anomalous_transactions,,,,,,,,,es_contents,,,,M1313686961,M,,,,,C1903765775,,,345360.0,111.0,3,28007,28007,158.97,0.0,3.45
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1732307957,,,468047.0,145.0,5,28007,28007,87.48,0.0,3.45
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C290140685,,,141508.0,50.0,3,28007,28007,87.47,0.0,3.45
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1906259613,,,330024.0,107.0,6,28007,28007,87.46,0.0,3.45
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1642689499,,,367287.0,117.0,2,28007,28007,87.42,0.0,3.45
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C1421006824,,,136112.0,48.0,2,28007,28007,87.4,0.0,3.45
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,F,,,,,C251630036,,,516379.0,158.0,4,28007,28007,87.38,0.0,3.45
,anomalous_transactions,,,,,,,,,es_wellnessandbeauty,,,,M1198415165,M,,,,,C1233360048,,,497778.0,153.0,2,28007,28007,290.96,1.0,3.45
,anomalous_transactions,,,,,,,,,es_health,,,,M480139044,F,,,,,C179390259,,,5335.0,2.0,4,28007,28007,663.53,1.0,3.45
,anomalous_transactions,,,,,,,,,es_transportation,,,,M1823072687,M,,,,,C1638237205,,,511284.0,157.0,3,28007,28007,87.35,0.0,3.45
,anomalous_transactions,,,,,,,,,es_transportation,,,,M348934600,F,,,,,C1457388461,,,13302.0,5.0,2,28007,28007,87.34,0.0,3.44
,anomalous_transactions,,,,,,,,,es_sportsandtoys,,,,M980657600,M,,,,,C1837200499,,,454249.0,142.0,4,28007,28007,958.53,1.0,3.44
