step,customer,age,gender,merchant,category,amount,fraud,amount_zscore,anomaly_type
164,C2116616608,4,F,M1823072687,es_transportation,86.3,0,3.385567502833096,montant_élevé
154,C1179833140,5,M,M1823072687,es_transportation,86.3,0,3.385567502833096,montant_élevé
117,C24691837,2,F,M1823072687,es_transportation,86.27,0,3.383855943648217,montant_élevé
73,C637831009,3,F,M1823072687,es_transportation,86.27,0,3.383855943648217,montant_élevé
84,C267284908,4,F,M1823072687,es_transportation,86.27,0,3.383855943648217,montant_élevé
53,C36546691,3,F,M1823072687,es_transportation,86.25,0,3.3827149041916313,montant_élevé
82,C2037169176,1,F,M348934600,es_transportation,86.25,0,3.3827149041916313,montant_élevé
49,C325775693,3,F,M1823072687,es_transportation,86.25,0,3.3827149041916313,montant_élevé
7,C1359606474,3,F,M348934600,es_transportation,86.25,0,3.3827149041916313,montant_élevé
144,C1982656265,3,M,M1823072687,es_transportation,86.24,0,3.382144384463338,montant_élevé
30,C514864285,2,F,M348934600,es_transportation,86.24,0,3.382144384463338,montant_élevé
161,C345742557,5,F,M1823072687,es_transportation,86.22,0,3.3810033450067523,montant_élevé
179,C2040640036,1,F,M85975013,es_food,121.59,0,3.3809231781071536,montant_élevé
79,C1457086535,2,M,M1823072687,es_transportation,86.21,0,3.380432825278459,montant_élevé
146,C1660594711,6,F,M209847108,es_wellnessandbeauty,286.57,1,3.379643441231423,montant_élevé
35,C436675602,2,M,M348934600,es_transportation,86.19,0,3.379291785821873,montant_élevé
119,C451582208,5,F,M1823072687,es_transportation,86.19,0,3.379291785821873,montant_élevé
153,C402994775,1,M,M1823072687,es_transportation,86.17,0,3.3781507463652876,montant_élevé
163,C441989517,3,F,M1823072687,es_transportation,86.17,0,3.3781507463652876,montant_élevé
144,C531360588,1,F,M1823072687,es_transportation,86.15,0,3.3770097069087015,montant_élevé
65,C1387070447,2,M,M348934600,es_transportation,86.14,0,3.3764391871804085,montant_élevé
166,C537423962,3,F,M1823072687,es_transportation,86.14,0,3.3764391871804085,montant_élevé
99,C268949400,4,M,M1823072687,es_transportation,86.13,0,3.375868667452115,montant_élevé
90,C283266984,4,M,M1823072687,es_transportation,86.13,0,3.375868667452115,montant_élevé
63,C644344959,5,M,M348934600,es_transportation,86.12,0,3.3752981477238224,montant_élevé
114,C1047374909,6,F,M1823072687,es_transportation,86.11,0,3.374727627995529,montant_élevé
152,C1434853621,1,F,M348934600,es_transportation,86.1,0,3.374157108267236,montant_élevé
91,C354098761,2,F,M85975013,es_food,121.41,0,3.373722881285189,montant_élevé
26,C851156881,1,M,M348934600,es_transportation,86.09,0,3.3735865885389433,montant_élevé
141,C2042503226,2,F,M1823072687,es_transportation,86.08,0,3.37301606881065,montant_élevé
116,C1763311989,2,M,M348934600,es_transportation,86.07,0,3.372445549082357,montant_élevé
141,C1350963410,5,F,M480139044,es_health,652.07,1,3.371938218499355,montant_élevé
159,C1376256048,3,M,M1823072687,es_transportation,86.06,0,3.3718750293540642,montant_élevé
8,C1983995504,2,F,M348934600,es_transportation,86.06,0,3.3718750293540642,montant_élevé
98,C1512732275,3,F,M1823072687,es_transportation,86.06,0,3.3718750293540642,montant_élevé
173,C324333692,4,F,M1823072687,es_transportation,86.06,0,3.3718750293540642,montant_élevé
113,C1156399058,5,M,M1535107174,es_wellnessandbeauty,286.04,1,3.3715405690815263,montant_élevé
31,C984099618,3,M,M1823072687,es_transportation,86.05,0,3.3713045096257708,montant_élevé
35,C1355273346,3,F,M348934600,es_transportation,86.03,0,3.370163470169185,montant_élevé
107,C1229072215,3,M,M1823072687,es_transportation,86.03,0,3.370163470169185,montant_élevé
86,C132320296,2,M,M2122776122,es_home,814.88,1,3.369643988717107,montant_élevé
86,C1949984685,2,F,M840466850,es_tech,548.96,1,3.3689884110220003,montant_élevé
92,C1980881901,4,M,M1823072687,es_transportation,86.0,0,3.368451910984306,montant_élevé
81,C1179833140,5,M,M1823072687,es_transportation,86.0,0,3.368451910984306,montant_élevé
82,C1083859927,1,F,M1823072687,es_transportation,85.99,0,3.3678813912560126,montant_élevé
179,C1374422827,5,M,M1823072687,es_transportation,85.99,0,3.3678813912560126,montant_élevé
13,C245019752,2,F,M2122776122,es_home,814.44,1,3.3673602203110073,montant_élevé
42,C643323409,2,M,M348934600,es_transportation,85.98,0,3.3673108715277205,montant_élevé
83,C1461774305,3,F,M1823072687,es_transportation,85.97,0,3.366740351799427,montant_élevé
36,C285545076,2,F,M1823072687,es_transportation,85.97,0,3.366740351799427,montant_élevé
110,C1499701993,3,M,M1823072687,es_transportation,85.96,0,3.3661698320711335,montant_élevé
47,C1978080967,2,M,M348934600,es_transportation,85.95,0,3.3655993123428414,montant_élevé
108,C806399525,2,F,M1873032707,es_hotelservices,964.34,1,3.3644824986798847,montant_élevé
167,C612005121,3,F,M1823072687,es_transportation,85.93,0,3.3644582728862553,montant_élevé
87,C323996741,4,M,M348934600,es_transportation,85.92,0,3.3638877531579623,montant_élevé
79,C1187799344,3,M,M1823072687,es_transportation,85.91,0,3.363317233429669,montant_élevé
147,C653084813,2,M,M348934600,es_transportation,85.91,0,3.363317233429669,montant_élevé
116,C660024200,2,F,M1823072687,es_transportation,85.91,0,3.363317233429669,montant_élevé
18,C1158738757,3,M,M348934600,es_transportation,85.9,0,3.3627467137013762,montant_élevé
29,C744859144,2,M,M980657600,es_sportsandtoys,940.85,1,3.3622048538761007,montant_élevé
67,C1646712119,2,F,M348934600,es_transportation,85.89,0,3.3621761939730828,montant_élevé
39,C1439470393,2,F,M348934600,es_transportation,85.89,0,3.3621761939730828,montant_élevé
22,C1913314890,3,F,M1823072687,es_transportation,85.89,0,3.3621761939730828,montant_élevé
152,C1072166767,3,F,M1823072687,es_transportation,85.89,0,3.3621761939730828,montant_élevé
85,C212188289,4,M,M348934600,es_transportation,85.88,0,3.3616056742447897,montant_élevé
156,C859741683,5,F,M1823072687,es_transportation,85.88,0,3.3616056742447897,montant_élevé
146,C1763311989,2,M,M348934600,es_transportation,85.88,0,3.3616056742447897,montant_élevé
121,C846609537,5,M,M1823072687,es_transportation,85.88,0,3.3616056742447897,montant_élevé
83,C1626806996,4,M,M1823072687,es_transportation,85.88,0,3.3616056742447897,montant_élevé
139,C1562537029,5,F,M1823072687,es_transportation,85.88,0,3.3616056742447897,montant_élevé
103,C842993265,2,F,M1823072687,es_transportation,85.88,0,3.3616056742447897,montant_élevé
83,C1191796691,4,F,M1823072687,es_transportation,85.88,0,3.3616056742447897,montant_élevé
3,C1146143839,3,F,M348934600,es_transportation,85.87,0,3.361035154516497,montant_élevé
108,C877486986,0,F,M1823072687,es_transportation,85.87,0,3.361035154516497,montant_élevé
95,C870503362,2,F,M1823072687,es_transportation,85.87,0,3.361035154516497,montant_élevé
116,C2011875751,4,M,M1823072687,es_transportation,85.87,0,3.361035154516497,montant_élevé
37,C44197733,2,M,M348934600,es_transportation,85.85,0,3.3598941150599106,montant_élevé
105,C536412201,2,M,M840466850,es_tech,547.66,1,3.3587557907059935,montant_élevé
140,C830856919,6,M,M1823072687,es_transportation,85.83,0,3.3587530756033246,montant_élevé
36,C2016997607,2,M,M1823072687,es_transportation,85.83,0,3.3587530756033246,montant_élevé
156,C1403689550,2,F,M1823072687,es_transportation,85.81,0,3.357612036146739,montant_élevé
140,C159675329,1,F,M348934600,es_transportation,85.8,0,3.3570415164184455,montant_élevé
58,C1760524265,2,F,M1888755466,es_otherservices,668.39,1,3.3569909836829934,montant_élevé
113,C469059843,5,F,M1823072687,es_transportation,85.79,0,3.3564709966901534,montant_élevé
172,C975044667,2,F,M1823072687,es_transportation,85.79,0,3.3564709966901534,montant_élevé
65,C1350068848,4,M,M348934600,es_transportation,85.79,0,3.3564709966901534,montant_élevé
59,C1092512638,3,F,M1823072687,es_transportation,85.76,0,3.3547594375052743,montant_élevé
70,C1502804084,2,F,M1823072687,es_transportation,85.76,0,3.3547594375052743,montant_élevé
142,C653835530,2,M,M1823072687,es_transportation,85.75,0,3.354188917776981,montant_élevé
120,C755108533,4,F,M1823072687,es_transportation,85.75,0,3.354188917776981,montant_élevé
162,C1557689947,1,F,M1823072687,es_transportation,85.75,0,3.354188917776981,montant_élevé
116,C1285086629,6,F,M480139044,es_health,649.3,1,3.3538526466454526,montant_élevé
84,C1379018843,5,M,M1823072687,es_transportation,85.74,0,3.3536183980486873,montant_élevé
57,C2005372528,6,M,M85975013,es_food,120.9,0,3.3533220402896253,montant_élevé
79,C440694138,2,F,M480139044,es_health,649.19,1,3.3531344470411466,montant_élevé
166,C1083859927,1,F,M1823072687,es_transportation,85.73,0,3.353047878320395,montant_élevé
60,C169274898,3,F,M348934600,es_transportation,85.73,0,3.353047878320395,montant_élevé
33,C1978250683,3,F,M480139044,es_health,649.1,1,3.352546829183077,montant_élevé
58,C657290155,3,M,M1823072687,es_transportation,85.72,0,3.3524773585921017,montant_élevé
163,C1560893361,3,M,M1823072687,es_transportation,85.72,0,3.3524773585921017,montant_élevé
2,C985732014,2,F,M348934600,es_transportation,85.72,0,3.3524773585921017,montant_élevé
144,C1719535099,3,F,M1823072687,es_transportation,85.69,0,3.3507657994072226,montant_élevé
90,C1728122351,3,F,M840466850,es_tech,546.62,1,3.350569694453189,montant_élevé
97,C1735726583,5,M,M480139044,es_health,648.77,1,3.3503922303701574,montant_élevé
52,C1284515419,6,F,M1823072687,es_transportation,85.68,0,3.35019527967893,montant_élevé
77,C673048498,2,M,M1823072687,es_transportation,85.68,0,3.35019527967893,montant_élevé
39,C1821035128,4,M,M1823072687,es_transportation,85.68,0,3.35019527967893,montant_élevé
86,C638838388,2,F,M1823072687,es_transportation,85.68,0,3.35019527967893,montant_élevé
57,C885555910,5,F,M1823072687,es_transportation,85.67,0,3.3496247599506366,montant_élevé
130,C1893753407,2,F,M1823072687,es_transportation,85.67,0,3.3496247599506366,montant_élevé
152,C1945520078,3,F,M1823072687,es_transportation,85.67,0,3.3496247599506366,montant_élevé
167,C278501873,2,F,M855959430,es_hyper,198.49,1,3.3492477951116952,montant_élevé
137,C100045114,4,M,M1353266412,es_hotelservices,960.66,1,3.3481639598976853,montant_élevé
87,C346428597,3,M,M1823072687,es_transportation,85.62,0,3.346772161309172,montant_élevé
132,C936435497,4,M,M1823072687,es_transportation,85.61,0,3.3462016415808784,montant_élevé
73,C1440310601,5,F,M348934600,es_transportation,85.6,0,3.3456311218525854,montant_élevé
51,C333991833,2,M,M348934600,es_transportation,85.6,0,3.3456311218525854,montant_élevé
145,C309780280,1,F,M348934600,es_transportation,85.59,0,3.345060602124293,montant_élevé
10,C1497895052,2,M,M348934600,es_transportation,85.59,0,3.345060602124293,montant_élevé
113,C1487582791,3,M,M1823072687,es_transportation,85.59,0,3.345060602124293,montant_élevé
173,C299357678,3,F,M1823072687,es_transportation,85.59,0,3.345060602124293,montant_élevé
71,C611182051,2,F,M480139044,es_health,647.95,1,3.345038378774418,montant_élevé
179,C475340225,2,M,M1823072687,es_transportation,85.58,0,3.3444900823959993,montant_élevé
161,C2075157607,2,F,M348934600,es_transportation,85.58,0,3.3444900823959993,montant_élevé
145,C1598564853,2,M,M480139044,es_health,647.83,1,3.3442548882969922,montant_élevé
155,C742393642,6,M,M1823072687,es_transportation,85.57,0,3.3439195626677063,montant_élevé
6,C1349086787,3,M,M348934600,es_transportation,85.56,0,3.3433490429394137,montant_élevé
57,C1538971214,2,F,M348934600,es_transportation,85.56,0,3.3433490429394137,montant_élevé
148,C269960003,1,M,M348934600,es_transportation,85.56,0,3.3433490429394137,montant_élevé
38,C581581060,3,F,M1823072687,es_transportation,85.53,0,3.3416374837545346,montant_élevé
53,C1769359992,3,F,M348934600,es_transportation,85.53,0,3.3416374837545346,montant_élevé
58,C175698222,2,F,M1823072687,es_transportation,85.52,0,3.341066964026241,montant_élevé
94,C1533664211,2,F,M480139044,es_health,647.33,1,3.340990344641053,montant_élevé
123,C587299231,2,F,M209847108,es_wellnessandbeauty,284.02,1,3.340657924283803,montant_élevé
31,C703418892,2,F,M348934600,es_transportation,85.5,0,3.3399259245696555,montant_élevé
49,C951578955,2,M,M1823072687,es_transportation,85.5,0,3.3399259245696555,montant_élevé
167,C1389003663,3,F,M1823072687,es_transportation,85.5,0,3.3399259245696555,montant_élevé
75,C1838285576,3,M,M1823072687,es_transportation,85.5,0,3.3399259245696555,montant_élevé
56,C1450140987,4,F,M480139044,es_health,647.11,1,3.33955394543244,montant_élevé
84,C1568358546,2,F,M348934600,es_transportation,85.48,0,3.33878488511307,montant_élevé
127,C720418898,3,M,M1823072687,es_transportation,85.48,0,3.33878488511307,montant_élevé
41,C623466885,3,F,M1823072687,es_transportation,85.48,0,3.33878488511307,montant_élevé
131,C1425441042,2,M,M348934600,es_transportation,85.48,0,3.33878488511307,montant_élevé
9,C39112485,6,F,M151143676,es_barsandrestaurants,171.67,1,3.3384303103152857,montant_élevé
6,C375144053,6,F,M209847108,es_wellnessandbeauty,283.87,1,3.3383646585810025,montant_élevé
131,C1237709469,1,F,M348934600,es_transportation,85.47,0,3.3382143653847764,montant_élevé
1,C404247926,5,F,M348934600,es_transportation,85.47,0,3.3382143653847764,montant_élevé
145,C1350963410,5,F,M480139044,es_health,646.86,1,3.3379216736044706,montant_élevé
11,C1224222502,1,M,M348934600,es_transportation,85.45,0,3.3370733259281904,montant_élevé
150,C51444479,3,M,M1823072687,es_transportation,85.45,0,3.3370733259281904,montant_élevé
63,C338406777,3,F,M1823072687,es_transportation,85.43,0,3.335932286471605,montant_élevé
26,C581878341,4,M,M348934600,es_transportation,85.42,0,3.3353617667433113,montant_élevé
82,C1839662768,3,F,M348934600,es_transportation,85.41,0,3.3347912470150183,montant_élevé
114,C83651461,2,F,M348934600,es_transportation,85.41,0,3.3347912470150183,montant_élevé
167,C927282395,4,F,M1823072687,es_transportation,85.41,0,3.3347912470150183,montant_élevé
134,C446179646,5,F,M1823072687,es_transportation,85.4,0,3.3342207272867257,montant_élevé
76,C1092769857,5,F,M85975013,es_food,120.41,0,3.3337212322742786,montant_élevé
170,C131559770,6,F,M1823072687,es_transportation,85.39,0,3.333650207558432,montant_élevé
94,C874655320,2,M,M1823072687,es_transportation,85.37,0,3.3325091681018466,montant_élevé
67,C1648543319,3,F,M1823072687,es_transportation,85.37,0,3.3325091681018466,montant_élevé
119,C1717543260,3,M,M1823072687,es_transportation,85.36,0,3.331938648373553,montant_élevé
114,C1511894714,3,M,M1823072687,es_transportation,85.35,0,3.33136812864526,montant_élevé
179,C274387846,3,F,M85975013,es_food,120.35,0,3.331321133333624,montant_élevé
101,C958780730,4,M,M1823072687,es_transportation,85.34,0,3.3307976089169675,montant_élevé
63,C437836513,2,M,M85975013,es_food,120.33,0,3.3305211003534065,montant_élevé
33,C1503504810,1,F,M1823072687,es_transportation,85.33,0,3.330227089188674,montant_élevé
152,C1255643141,1,F,M1823072687,es_transportation,85.33,0,3.330227089188674,montant_élevé
102,C132392875,4,M,M85975013,es_food,120.32,0,3.330121083863297,montant_élevé
19,C1777502922,2,F,M480139044,es_health,645.66,1,3.3300867688302165,montant_élevé
72,C1080032135,6,F,M480139044,es_health,645.66,1,3.3300867688302165,montant_élevé
74,C2033310172,4,M,M1823072687,es_transportation,85.32,0,3.329656569460381,montant_élevé
82,C1877622224,2,M,M348934600,es_transportation,85.3,0,3.328515530003795,montant_élevé
124,C1801015376,2,M,M1823072687,es_transportation,85.3,0,3.328515530003795,montant_élevé
179,C1613579866,5,M,M1823072687,es_transportation,85.29,0,3.327945010275503,montant_élevé
99,C1821681988,2,F,M1823072687,es_transportation,85.29,0,3.327945010275503,montant_élevé
42,C723509264,4,F,M480139044,es_health,645.17,1,3.3268875160473965,montant_élevé
164,C1400578246,4,M,M348934600,es_transportation,85.26,0,3.3262334510906237,montant_élevé
95,C1368438034,4,M,M1823072687,es_transportation,85.25,0,3.3256629313623303,montant_élevé
57,C2014438912,1,F,M1823072687,es_transportation,85.25,0,3.3256629313623303,montant_élevé
161,C1292770722,4,F,M1823072687,es_transportation,85.24,0,3.325092411634037,montant_élevé
98,C2130327838,2,M,M1823072687,es_transportation,85.24,0,3.325092411634037,montant_élevé
80,C1452504275,3,M,M980657600,es_sportsandtoys,932.76,1,3.3246942554832817,montant_élevé
52,C1815496848,2,M,M1823072687,es_transportation,85.23,0,3.324521891905744,montant_élevé
88,C411345215,1,F,M1823072687,es_transportation,85.23,0,3.324521891905744,montant_élevé
57,C1657925669,3,F,M980657600,es_sportsandtoys,932.71,1,3.3244624223658974,montant_élevé
150,C1591587046,3,M,M85975013,es_food,120.17,0,3.324120836511661,montant_élevé
61,C1657987748,2,F,M348934600,es_transportation,85.21,0,3.3233808524491577,montant_élevé
10,C1572610482,3,F,M1888755466,es_otherservices,663.05,1,3.3233270465534717,montant_élevé
2,C1572610482,3,F,M480139044,es_health,644.59,1,3.3231006454065075,montant_élevé
68,C914488986,4,M,M348934600,es_transportation,85.2,0,3.322810332720865,montant_élevé
61,C1722987449,3,M,M1823072687,es_transportation,85.19,0,3.322239812992572,montant_élevé
133,C276142295,3,M,M85975013,es_food,120.12,0,3.322120754061115,montant_élevé
151,C1762043633,4,F,M1823072687,es_transportation,85.18,0,3.3216692932642795,montant_élevé
85,C1079254393,1,F,M480139044,es_health,644.29,1,3.321141919212944,montant_élevé
85,C1983734850,3,M,M480139044,es_health,644.2,1,3.3205543013548753,montant_élevé
168,C369046885,4,M,M1823072687,es_transportation,85.16,0,3.320528253807693,montant_élevé
163,C2014729870,2,F,M348934600,es_transportation,85.13,0,3.318816694622814,montant_élevé
7,C1355010178,2,F,M85975013,es_food,120.03,0,3.318520605650133,montant_élevé
115,C1067668919,2,F,M348934600,es_transportation,85.11,0,3.317675655166228,montant_élevé
78,C1136643517,5,M,M348934600,es_transportation,85.11,0,3.317675655166228,montant_élevé
3,C525850964,2,F,M480139044,es_health,643.71,1,3.317355048572055,montant_élevé
127,C1005806982,4,M,M151143676,es_barsandrestaurants,170.85,1,3.3170783526060656,montant_élevé
178,C932908444,1,F,M1535107174,es_wellnessandbeauty,282.41,1,3.316043539073738,montant_élevé
91,C1647495093,3,M,M480139044,es_health,643.5,1,3.3159839402365603,montant_élevé
120,C43130617,2,M,M348934600,es_transportation,85.08,0,3.315964095981349,montant_élevé
145,C548185127,2,F,M348934600,es_transportation,85.07,0,3.3153935762530558,montant_élevé
170,C642158646,6,F,M1823072687,es_transportation,85.07,0,3.3153935762530558,montant_élevé
86,C1350963410,5,F,M480139044,es_health,643.4,1,3.3153310315053726,montant_élevé
78,C990997956,2,F,M348934600,es_transportation,85.05,0,3.3142525367964697,montant_élevé
12,C1604376835,1,F,M348934600,es_transportation,85.04,0,3.3136820170681776,montant_élevé
123,C2060968828,3,F,M1823072687,es_transportation,85.04,0,3.3136820170681776,montant_élevé
132,C711859898,3,F,M348934600,es_transportation,85.03,0,3.313111497339884,montant_élevé
125,C1037622786,3,F,M348934600,es_transportation,85.03,0,3.313111497339884,montant_élevé
113,C1396904959,3,M,M1823072687,es_transportation,85.02,0,3.3125409776115906,montant_élevé
42,C521087514,4,F,M1823072687,es_transportation,85.02,0,3.3125409776115906,montant_élevé
103,C190521845,3,M,M1823072687,es_transportation,85.0,0,3.311399938155005,montant_élevé
164,C851417480,2,F,M1823072687,es_transportation,85.0,0,3.311399938155005,montant_élevé
120,C830078297,5,F,M1823072687,es_transportation,84.98,0,3.310258898698419,montant_élevé
121,C1308910127,5,M,M85975013,es_food,119.8,0,3.309320226377624,montant_élevé
122,C1838494462,2,F,M348934600,es_transportation,84.95,0,3.30854733951354,montant_élevé
166,C856674856,2,F,M348934600,es_transportation,84.95,0,3.30854733951354,montant_élevé
76,C1499241933,3,F,M857378720,es_hotelservices,951.69,1,3.308387521616076,montant_élevé
107,C525158878,2,F,M348934600,es_transportation,84.94,0,3.307976819785247,montant_élevé
13,C343535530,3,F,M1823072687,es_transportation,84.94,0,3.307976819785247,montant_élevé
72,C1450140987,4,F,M480139044,es_health,642.27,1,3.30795316284295,montant_élevé
155,C1890250226,3,M,M1823072687,es_transportation,84.93,0,3.3074063000569542,montant_élevé
148,C47376492,3,M,M1823072687,es_transportation,84.93,0,3.3074063000569542,montant_élevé
106,C251449240,3,F,M1823072687,es_transportation,84.92,0,3.3068357803286608,montant_élevé
147,C790600178,6,M,M1353266412,es_hotelservices,951.26,1,3.30648073583446,montant_élevé
130,C509362814,3,M,M85975013,es_food,119.72,0,3.306120094456751,montant_élevé
109,C851156881,1,M,M1823072687,es_transportation,84.9,0,3.305694740872075,montant_élevé
174,C1739741081,4,F,M1823072687,es_transportation,84.9,0,3.305694740872075,montant_élevé
147,C1226558289,4,M,M1823072687,es_transportation,84.9,0,3.305694740872075,montant_élevé
114,C385721880,2,M,M85975013,es_food,119.7,0,3.3053200614765332,montant_élevé
160,C1120165888,2,M,M1888755466,es_otherservices,660.17,1,3.305171215292606,montant_élevé
19,C1229114783,3,F,M209847108,es_wellnessandbeauty,281.69,1,3.305035863700292,montant_élevé
42,C2074365962,4,M,M1823072687,es_transportation,84.88,0,3.3045537014154887,montant_élevé
49,C1710387865,6,M,M1823072687,es_transportation,84.88,0,3.3045537014154887,montant_élevé
174,C351144071,2,M,M1823072687,es_transportation,84.87,0,3.303983181687196,montant_élevé
34,C1750362802,5,M,M348934600,es_transportation,84.87,0,3.303983181687196,montant_élevé
59,C1781238594,4,F,M1823072687,es_transportation,84.87,0,3.303983181687196,montant_élevé
167,C108266856,3,F,M1823072687,es_transportation,84.87,0,3.303983181687196,montant_élevé
127,C1981040988,4,M,M348934600,es_transportation,84.86,0,3.3034126619589026,montant_élevé
149,C1028143403,3,M,M1823072687,es_transportation,84.86,0,3.3034126619589026,montant_élevé
134,C1378412230,2,F,M85975013,es_food,119.65,0,3.303319979025987,montant_élevé
153,C1943108967,6,F,M348934600,es_transportation,84.85,0,3.3028421422306096,montant_élevé
90,C1648543319,3,F,M1823072687,es_transportation,84.85,0,3.3028421422306096,montant_élevé
19,C1156509589,2,F,M348934600,es_transportation,84.84,0,3.302271622502317,montant_élevé
113,C1508025585,5,F,M1823072687,es_transportation,84.84,0,3.302271622502317,montant_élevé
72,C286547187,2,M,M348934600,es_transportation,84.83,0,3.3017011027740235,montant_élevé
130,C732771224,4,F,M1823072687,es_transportation,84.81,0,3.300560063317438,montant_élevé
13,C718962269,3,F,M348934600,es_transportation,84.81,0,3.300560063317438,montant_élevé
139,C83204562,2,F,M1823072687,es_transportation,84.81,0,3.300560063317438,montant_élevé
165,C1321650743,3,M,M1823072687,es_transportation,84.81,0,3.300560063317438,montant_élevé
49,C667215072,3,F,M1823072687,es_transportation,84.8,0,3.2999895435891444,montant_élevé
150,C914243510,4,M,M1823072687,es_transportation,84.8,0,3.2999895435891444,montant_élevé
119,C161678291,3,F,M480139044,es_health,641.03,1,3.299857094576222,montant_élevé
95,C324498528,5,F,M1823072687,es_transportation,84.79,0,3.299419023860852,montant_élevé
105,C1711634686,3,F,M1823072687,es_transportation,84.79,0,3.299419023860852,montant_élevé
132,C2123823248,4,F,M85975013,es_food,119.55,0,3.2993198141248965,montant_élevé
58,C638917294,2,M,M348934600,es_transportation,84.78,0,3.298848504132559,montant_élevé
137,C1394428191,1,F,M1823072687,es_transportation,84.78,0,3.298848504132559,montant_élevé
72,C1309194397,4,F,M348934600,es_transportation,84.78,0,3.298848504132559,montant_élevé
85,C1180936672,2,F,M480139044,es_health,640.77,1,3.2981595318751333,montant_élevé
82,C484268062,3,F,M1823072687,es_transportation,84.76,0,3.2977074646759728,montant_élevé
143,C1223439629,4,M,M1823072687,es_transportation,84.75,0,3.2971369449476797,montant_élevé
179,C2704357,4,F,M348934600,es_transportation,84.75,0,3.2971369449476797,montant_élevé
72,C1535613790,3,M,M1823072687,es_transportation,84.75,0,3.2971369449476797,montant_élevé
64,C911582672,3,M,M1823072687,es_transportation,84.75,0,3.2971369449476797,montant_élevé
106,C1801015376,2,M,M1823072687,es_transportation,84.75,0,3.2971369449476797,montant_élevé
110,C2136553361,2,F,M1823072687,es_transportation,84.74,0,3.2965664252193863,montant_élevé
104,C1960297159,2,F,M1823072687,es_transportation,84.71,0,3.294854866034507,montant_élevé
78,C1663641926,6,F,M1823072687,es_transportation,84.71,0,3.294854866034507,montant_élevé
86,C218446443,2,M,M840466850,es_tech,539.48,1,3.294368995179125,montant_élevé
140,C2027631548,2,F,M1823072687,es_transportation,84.7,0,3.2942843463062146,montant_élevé
156,C1085056650,1,F,M1823072687,es_transportation,84.69,0,3.2937138265779216,montant_élevé
60,C765155274,1,F,M1823072687,es_transportation,84.69,0,3.2937138265779216,montant_élevé
111,C2004941826,2,F,M1198415165,es_wellnessandbeauty,280.89,1,3.292805113285352,montant_élevé
40,C806399525,2,F,M547558035,es_fashion,248.34,1,3.2921291148081093,montant_élevé
140,C1050663079,4,M,M1823072687,es_transportation,84.66,0,3.2920022673930425,montant_élevé
132,C764048448,3,M,M1823072687,es_transportation,84.66,0,3.2920022673930425,montant_élevé
6,C1152092987,3,M,M1741626453,es_sportsandtoys,925.66,1,3.291773952814678,montant_élevé
122,C435637901,1,M,M1823072687,es_transportation,84.65,0,3.29143174766475,montant_élevé
38,C83651461,2,F,M348934600,es_transportation,84.64,0,3.2908612279364564,montant_élevé
39,C1163388474,2,F,M855959430,es_hyper,195.81,1,3.290396438609051,montant_élevé
179,C1944878458,6,F,M840466850,es_tech,538.97,1,3.2903546595166917,montant_élevé
135,C653084813,2,M,M348934600,es_transportation,84.63,0,3.2902907082081634,montant_élevé
41,C828968085,1,F,M480139044,es_health,639.55,1,3.290194045354642,montant_élevé
12,C1050663079,4,M,M348934600,es_transportation,84.62,0,3.289720188479871,montant_élevé
165,C1192557067,1,F,M1823072687,es_transportation,84.62,0,3.289720188479871,montant_élevé
59,C1156188729,2,F,M1823072687,es_transportation,84.61,0,3.2891496687515773,montant_élevé
141,C1557448113,4,F,M1823072687,es_transportation,84.61,0,3.2891496687515773,montant_élevé
110,C2016997607,2,M,M1823072687,es_transportation,84.6,0,3.2885791490232843,montant_élevé
111,C1309027409,3,M,M1823072687,es_transportation,84.59,0,3.2880086292949917,montant_élevé
78,C337109624,2,F,M1823072687,es_transportation,84.58,0,3.2874381095666982,montant_élevé
129,C188084843,2,M,M348934600,es_transportation,84.58,0,3.2874381095666982,montant_élevé
90,C469059843,5,F,M1823072687,es_transportation,84.58,0,3.2874381095666982,montant_élevé
50,C1718318682,1,F,M1600850729,es_fashion,248.07,0,3.287263189789601,montant_élevé
107,C1491844959,1,F,M1823072687,es_transportation,84.57,0,3.286867589838405,montant_élevé
113,C1503009287,2,M,M840466850,es_tech,538.5,1,3.2866551737101353,montant_élevé
104,C688652575,2,M,M480139044,es_health,638.88,1,3.2858195568556843,montant_élevé
176,C914488986,4,M,M348934600,es_transportation,84.55,0,3.285726550381819,montant_élevé
146,C1991820533,5,M,M1823072687,es_transportation,84.54,0,3.2851560306535266,montant_élevé
12,C1340398290,4,M,M348934600,es_transportation,84.53,0,3.2845855109252335,montant_élevé
108,C1942983218,4,F,M1823072687,es_transportation,84.53,0,3.2845855109252335,montant_élevé
118,C2081591507,3,F,M1823072687,es_transportation,84.53,0,3.2845855109252335,montant_élevé
63,C304677660,4,F,M348934600,es_transportation,84.52,0,3.28401499119694,montant_élevé
106,C299858046,2,F,M1823072687,es_transportation,84.5,0,3.2828739517403545,montant_élevé
116,C1585648581,4,F,M1823072687,es_transportation,84.5,0,3.2828739517403545,montant_élevé
173,C323912860,2,F,M1823072687,es_transportation,84.49,0,3.282303432012061,montant_élevé
33,C366069783,4,F,M1823072687,es_transportation,84.47,0,3.2811623925554754,montant_élevé
72,C952397244,4,M,M85975013,es_food,119.09,0,3.280919055579877,montant_élevé
